Fp1 Fz F3 F7 FT9 FC5 FC1 C3 T7 TP9 CP5 CP1 Pz P3 P7 O1 Oz O2 P4 P8 TP10 CP6 CP2 Cz C4 T8 FT10 FC6 FC2 F4 F8 Fp2 HEOG
2.2199501472641714e-05 8.338563930010423e-06 1.680926106928382e-05 1.7564112567924894e-05 1.9917265490221325e-06 1.0835320608748589e-05 5.280809091345873e-06 6.513148036901839e-06 -3.295350097687333e-06 -6.9455286393349525e-06 -7.4922863859683275e-06 1.4765608966627042e-06 4.3979468955512857e-07 -2.9837622150807874e-06 -1.5421230273204856e-05 -6.054657205822878e-06 -4.953356892656302e-06 5.195343874220271e-06 4.3028153413615655e-06 1.0339576874685008e-05 -6.600954293389805e-06 1.330990835413104e-05 5.349978437152458e-06 3.265592113166349e-06 1.2711899216810707e-05 2.2127831471152604e-05 1.4055680139790638e-06 1.7589274648344144e-05 7.1455019678978715e-06 9.801639862416778e-06 8.512892236467451e-06 1.0367847607994918e-05 -0.0007178989471867681
2.1804873540531844e-05 8.699523277755361e-06 1.6967409464996308e-05 1.5773008271935396e-05 1.8121943412552355e-06 1.0868893696169835e-05 5.511340987141011e-06 6.600591859751148e-06 -3.724924908965477e-06 -6.53467350275605e-06 -7.464388545486145e-06 1.7126145621659816e-06 9.876890771920444e-07 -2.734512918323162e-06 -1.5513282050960697e-05 -5.618820523523027e-06 -4.486654233915033e-06 7.813464435457718e-06 4.960920250596246e-06 1.1022094440704677e-05 -6.233437488845084e-06 1.3558146747527644e-05 5.569222594203893e-06 3.3436124340369133e-06 1.2944989975949284e-05 2.0827821572311223e-05 2.1430139440781204e-06 1.7889164155349135e-05 7.425302101182751e-06 1.0337888852518518e-05 8.434256415057462e-06 1.0583881703496445e-05 -0.0006117254961282015
2.13099701795727e-05 9.184532245853916e-06 1.7211579688591883e-05 1.3949081221653614e-05 1.403816440870287e-06 1.1030629138986114e-05 5.8307200561102945e-06 6.72099167786655e-06 -3.943988303944934e-06 -6.092226612963714e-06 -7.403354629786918e-06 1.961082716661622e-06 1.4840616131550632e-06 -2.5321992325189058e-06 -1.559775773785077e-05 -5.290848093864042e-06 -4.177974005870055e-06 1.0172341717407107e-05 5.474794306792319e-06 1.156973303295672e-05 -5.911099833610933e-06 1.3664541256730445e-05 5.752297511207871e-06 3.4908946417999687e-06 1.3112172382534482e-05 1.9191262254025787e-05 2.9197692583693424e-06 1.8196657038060948e-05 7.776254278724082e-06 1.0931066753983032e-05 8.463488484267145e-06 1.080282345355954e-05 -0.0004756242851726711
2.0711671822937205e-05 9.752370715432335e-06 1.7527112504467368e-05 1.2204155609651934e-05 7.645617756679712e-07 1.1311394700896926e-05 6.214332643139642e-06 6.863370799692348e-06 -3.958292381867068e-06 -5.671763119607931e-06 -7.320166332647204e-06 2.2003653157298686e-06 1.8909382788478979e-06 -2.396363242951338e-06 -1.567669096402824e-05 -5.095737833471503e-06 -4.049593371746596e-06 1.2142744708398823e-05 5.805906312161824e-06 1.1929617357964162e-05 -5.6702151596255135e-06 1.3609579582407605e-05 5.882505774934543e-06 3.6930880469299154e-06 1.3190939171181526e-05 1.731185329845175e-05 3.6880633160762955e-06 1.847558633016888e-05 8.172316483978648e-06 1.1540083505678922e-05 8.581439033150673e-06 1.1011756214429624e-05 -0.0003154597943648696
2.0022542230435647e-05 1.0363027286075521e-05 1.789857014955487e-05 1.0648181159922387e-05 -8.915329630099222e-08 1.1699667084030807e-05 6.640351784881204e-06 7.020652901701396e-06 -3.787138894040254e-06 -5.319600404618541e-06 -7.225299214042025e-06 2.414864184174803e-06 2.179411467295722e-06 -2.3382478957501007e-06 -1.574858106323518e-05 -5.04579656990245e-06 -4.10832763009239e-06 1.3609939742309507e-05 5.930197403358761e-06 1.2064608199580107e-05 -5.533903731702594e-06 1.338642141490709e-05 5.951219463895541e-06 3.939035195799079e-06 1.316836460318882e-05 1.52997763507301e-05 4.4027124204149e-06 1.8692646335694008e-05 8.591014193370938e-06 1.2125869943702128e-05 8.766242899582721e-06 1.1202403584320564e-05 -0.0001388148812111467
1.9263665308244526e-05 1.0974837096000556e-05 1.830285691539757e-05 9.373990906169638e-06 -1.1299731568215066e-06 1.2176327800261788e-05 7.083986929501407e-06 7.182025456131669e-06 -3.467239366727881e-06 -5.0787093641702086e-06 -7.133383405744098e-06 2.5887025003612507e-06 2.3244442672876175e-06 -2.367135948588839e-06 -1.5814883226994425e-05 -5.14674275109428e-06 -4.3513200580491684e-06 1.4477612239716109e-05 5.833286195411347e-06 1.1950286534556653e-05 -5.516077180800494e-06 1.2994469216209836e-05 5.951144885329995e-06 4.2142396523559e-06 1.3035767551627941e-05 1.3267098438518587e-05 5.019207492296118e-06 1.881539537862409e-05 9.007646440295503e-06 1.2647952644329052e-05 8.990201422420796e-06 1.1364530109858606e-05 4.5677690650336444e-05
1.8464426830178127e-05 1.1546423593244981e-05 1.8711842130869627e-05 8.453173904854339e-06 -2.3186803446151316e-06 1.2715449884126429e-05 7.519345217588125e-06 7.33470733393915e-06 -3.049180122616235e-06 -4.985847226635087e-06 -7.061487849568948e-06 2.7061869332101196e-06 2.307151135028107e-06 -2.490114638931118e-06 -1.587931183166802e-05 -5.3970361477695405e-06 -4.767944574268768e-06 1.4673794794362038e-05 5.512233656190801e-06 1.1576988072192762e-05 -5.620624051516643e-06 1.2439817510312423e-05 5.876268005522434e-06 4.501463536144001e-06 1.2790025721187703e-05 1.1319504665152635e-05 5.496965513884788e-06 1.8813085262081586e-05 9.396708264830522e-06 1.306593549088575e-05 9.218828381563071e-06 1.148606952483533e-05 0.0002289113908773288
1.766282002790831e-05 1.2042686648783274e-05 1.909718048409559e-05 7.931348591228016e-06 -3.6064855066797463e-06 1.3287895853864029e-05 7.923272278276272e-06 7.466004262823844e-06 -2.589350515336264e-06 -5.064729521109257e-06 -7.025473678368144e-06 2.7559408408706076e-06 2.118179281751509e-06 -2.709499995035003e-06 -1.5946394341881387e-05 -5.7873867262969725e-06 -5.338157279766165e-06 1.4155087228573393e-05 4.9768746066547465e-06 1.0950114301522262e-05 -5.840400262968615e-06 1.173663986264728e-05 5.725232767872512e-06 4.783641088579316e-06 1.2434837117325515e-05 9.550632057653274e-06 5.803090516565135e-06 1.8661608919501305e-05 9.736003448779229e-06 1.3345484148885589e-05 9.416471584700048e-06 1.1555702258192468e-05 0.00040164325037039816
1.6904699805309065e-05 1.2440066711860709e-05 1.9434797650319524e-05 7.829432433936745e-06 -4.933652689942392e-06 1.386580061080167e-05 8.279967914859299e-06 7.567118700535502e-06 -2.140977585440851e-06 -5.318877356330631e-06 -7.035374437691644e-06 2.734353984124027e-06 1.7620078551772167e-06 -3.0172968763508834e-06 -1.6015024812077172e-05 -6.2948565755505115e-06 -6.028248208167497e-06 1.2913555110571906e-05 4.25321150032687e-06 1.0097282938659191e-05 -6.150723493192345e-06 1.0911497156484984e-05 5.504179625859251e-06 5.0482449296396226e-06 1.198445988848107e-05 8.040112334128935e-06 5.920385774516035e-06 1.8349002857576124e-05 1.0010949154093396e-05 1.3463332834362518e-05 9.552361007081345e-06 1.1566006833163556e-05 0.0005552683142013848
1.624205833650194e-05 1.2728101864922792e-05 1.9707627870957367e-05 8.143674676830415e-06 -6.232779924175702e-06 1.4425930203287862e-05 8.581286238040775e-06 7.634261237399187e-06 -1.7510513998786337e-06 -5.732160389015917e-06 -7.094309239619179e-06 2.6455227271071635e-06 1.2561888524942333e-06 -3.397369027879904e-06 -1.607979356776923e-05 -6.886473329359433e-06 -6.79592903907178e-06 1.0977221791108605e-05 3.3808012176450575e-06 9.063918696483597e-06 -6.511858373414725e-06 1.000090196612291e-05 5.226532721280819e-06 5.287653493724065e-06 1.1462683687568642e-05 6.848309567430988e-06 5.847453394380864e-06 1.787651672202628e-05 1.0215104339295067e-05 1.3409375242190436e-05 9.601853889762424e-06 1.1514852303662337e-05 0.0006823037401773036
1.5730920495116152e-05 1.2911315934616141e-05 1.990791133721359e-05 8.845234333421104e-06 -7.428729077219032e-06 1.4948862371966243e-05 8.82935000845464e-06 7.671070306969341e-06 -1.4500549241347471e-06 -6.265890988288447e-06 -7.195150374172954e-06 2.503914629414794e-06 6.337075433293649e-07 -3.823171482508769e-06 -1.61285643116571e-05 -7.518693109886954e-06 -7.5892189670412336e-06 8.412233910348732e-06 2.4135038074746262e-06 7.91278580436483e-06 -6.872215635667089e-06 9.051877896126825e-06 4.914772944175638e-06 5.502141448232578e-06 1.0903704605880193e-05 6.016629868099699e-06 5.600899385171942e-06 1.7261194443563e-05 1.035212517308537e-05 1.318938211625209e-05 9.552085430186708e-06 1.1406393241486512e-05 0.0007767788483761251
1.5417286704177968e-05 1.2999391401535831e-05 2.0028010112582706e-05 9.874950592347886e-06 -8.455326678813435e-06 1.5411334970849566e-05 9.025904546433594e-06 7.678481779294088e-06 -1.2627964451894513e-06 -6.8708359322045e-06 -7.329680556722451e-06 2.3242894258146407e-06 -6.78241960372361e-08 -4.267898930265801e-06 -1.6151620002347045e-05 -8.146386790031102e-06 -8.356120815733448e-06 5.3185081014817115e-06 1.4076067600399256e-06 6.712904450978385e-06 -7.179407475632615e-06 8.109770533337723e-06 4.5891956688137725e-06 5.689421868737554e-06 1.034007073030807e-05 5.555700226977933e-06 5.204525677982019e-06 1.6525304090464488e-05 1.0426861990708858e-05 1.2815765330742579e-05 9.392400897922926e-06 1.1242395885346923e-05 0.0008347916300408542
1.5338742741732858e-05 1.3009207577852067e-05 2.0064779164385982e-05 1.1151390935992822e-05 -9.255463737645186e-06 1.579241143190302e-05 9.175749255518895e-06 7.65808636060683e-06 -1.205009766636067e-06 -7.488383289455669e-06 -7.486723461624933e-06 2.1227749584795674e-06 -8.061283551796805e-07 -4.7039079618116375e-06 -1.6139738363563083e-05 -8.725782208784949e-06 -9.048534593603108e-06 1.8248468904857873e-06 4.2046065118483966e-07 5.537781362363603e-06 -7.380636816378683e-06 7.219297458505025e-06 4.2707165448518936e-06 5.847392458235845e-06 9.803989087231457e-06 5.450471689982805e-06 4.6911027311580256e-06 1.5698500646976754e-05 1.0446646228956524e-05 1.2309420526435133e-05 9.119368769461289e-06 1.1026054380636197e-05 0.0008546839817427099
1.55220041051507e-05 1.2966673239134252e-05 2.0023397155455314e-05 1.2579296708281618e-05 -9.78137813945068e-06 1.6077756299637258e-05 9.289000445278361e-06 7.61541059546289e-06 -1.2739103567582788e-06 -8.051211807469372e-06 -7.64965261623729e-06 1.919322357935016e-06 -1.5337924423874938e-06 -5.101151145936456e-06 -1.6081490684882738e-05 -9.213773410010617e-06 -9.621839126339182e-06 -1.916194150908268e-06 -4.897390795122192e-07 4.461483513296116e-06 -7.424850537063321e-06 6.426760137401288e-06 3.982438556704437e-06 5.979056368232705e-06 9.32913098949939e-06 5.669523488904815e-06 4.10564462072216e-06 1.4820799151493702e-05 1.0425150321680121e-05 1.170246468973346e-05 8.743723810766824e-06 1.0765166734927334e-05 0.0008372933370992541
1.5974257621564902e-05 1.2898057320853695e-05 1.9909786715288647e-05 1.404806062055286e-05 -1.0001196642406285e-05 1.6253592548309825e-05 9.373337888973765e-06 7.553421255579451e-06 -1.4550425930792699e-06 -8.493159839417785e-06 -7.802355867170263e-06 1.7318678828814882e-06 -2.2060496576159494e-06 -5.4339893722499255e-06 -1.596853144292254e-05 -9.57441170612583e-06 -1.0039628250524402e-05 -5.736466391681461e-06 -1.2722472320092493e-06 3.550146175257396e-06 -7.27270753486664e-06 5.771288670075592e-06 3.742933586181607e-06 6.084492270019837e-06 8.943241482484154e-06 6.161198598420015e-06 3.493805024845642e-06 1.393345883116126e-05 1.0374618796049617e-05 1.1030254427168984e-05 8.281688678835053e-06 1.0465279046911746e-05 0.0007853938732296228
1.6689860785845667e-05 1.28328583741677e-05 1.973705366253853e-05 1.5449506463482976e-05 -9.897291420202237e-06 1.631351733522024e-05 9.44043949857587e-06 7.478915904357564e-06 -1.7212122429555166e-06 -8.749461812840309e-06 -7.925576937850565e-06 1.5804437225597212e-06 -2.777319423330482e-06 -5.6758826758596115e-06 -1.5791634723427705e-05 -9.775632861419581e-06 -1.027118105412228e-05 -9.45006831898354e-06 -1.87950604413345e-06 2.866556997105363e-06 -6.894525085954228e-06 5.289246018946869e-06 3.5719817788049113e-06 6.168764230096713e-06 8.672346666571684e-06 6.867775937280385e-06 2.9062694011372514e-06 1.308231549046468e-05 1.0311523510608822e-05 1.0334460057492834e-05 7.759927029837854e-06 1.0136615856026765e-05 0.0007038835319690406
1.7647931599640287e-05 1.2801861885236576e-05 1.9523355149431154e-05 1.668738514126744e-05 -9.46880300034536e-06 1.625888944545295e-05 9.503374712949153e-06 7.4017502811329905e-06 -2.036008027062053e-06 -8.763538062339649e-06 -7.9986448326963e-06 1.4857118912914302e-06 -3.2044804356701206e-06 -5.8030313994095195e-06 -1.5541116226813756e-05 -9.792148375709075e-06 -1.0294492312823422e-05 -1.2866687029600143e-05 -2.2704575712850783e-06 2.4637929527671076e-06 -6.272765858739149e-06 5.011495886719786e-06 3.488723223199486e-06 6.239977665245533e-06 8.538234396837652e-06 7.727657248324249e-06 2.3931368104967987e-06 1.231506212207023e-05 1.0254885637550615e-05 9.661273907113355e-06 7.215660389192635e-06 9.793225217435975e-06 0.0005993905360810459
1.881052230601199e-05 1.283326400880469e-05 1.9289946067146957e-05 1.767994399415329e-05 -8.730175068194512e-06 1.6097474144771695e-05 9.575380317983218e-06 7.333222583838506e-06 -2.357835455768509e-06 -8.491904736729339e-06 -8.001107744348701e-06 1.4672393717773957e-06 -3.4501790651120245e-06 -5.794234311906621e-06 -1.5207386240945198e-05 -9.605927516531665e-06 -1.0095962352352217e-05 -1.5804136637598276e-05 -2.4146565920091234e-06 2.382299044256797e-06 -5.403475825005444e-06 4.9604927880864125e-06 3.5094278700853465e-06 6.308844149316428e-06 8.557076398574281e-06 8.680714927322697e-06 1.99980217985285e-06 1.1676755093503743e-05 1.0224648576695472e-05 9.055413102032617e-06 6.691272119496716e-06 9.451154255657457e-06 0.0004795511194970459
2.0123996364418417e-05 1.2945966773258988e-05 1.9054432414122857e-05 1.836070623539854e-05 -7.715632818872109e-06 1.58380062202923e-05 9.664075150794815e-06 7.28167970009963e-06 -2.648083864187356e-06 -7.912592991488054e-06 -7.919373274489772e-06 1.5381741604869603e-06 -3.4894580949185183e-06 -5.6372996368736494e-06 -1.4787377949687652e-05 -9.21188166103093e-06 -9.674975444795564e-06 -1.8101651221513748e-05 -2.297414084750926e-06 2.6429925128468312e-06 -4.3018139876949135e-06 5.144722763361642e-06 3.643493528215913e-06 6.383226264006225e-06 8.733546565053985e-06 9.670306098996662e-06 1.7601239505893318e-06 1.1202593668713234e-05 1.0234432011202443e-05 8.554122359782923e-06 6.22763354840572e-06 9.124239113589283e-06 0.00035263533936813474
2.152201886929106e-05 1.3148161997378338e-05 1.8830187400453724e-05 1.8683391317608766e-05 -6.477299393736757e-06 1.54901481437264e-05 9.771336408448406e-06 7.252467185026035e-06 -2.875967311410932e-06 -7.02805709806853e-06 -7.746618393866811e-06 1.704321789475216e-06 -3.3114906727860216e-06 -5.330022759153508e-06 -1.4284147255239077e-05 -8.618878382549156e-06 -9.045697879628278e-06 -1.9628289010142908e-05 -1.92005018107011e-06 3.246063670303556e-06 -3.0023468298168154e-06 5.559624696616083e-06 3.892086624546209e-06 6.467842922575073e-06 9.061951459443662e-06 1.0649278010532726e-05 1.6939918623393169e-06 1.0916579412878491e-05 1.0291870239598211e-05 8.18488570075715e-06 5.861555109731853e-06 8.823513780953363e-06 0.0002269189863000065
2.292823228344787e-05 1.343438088952098e-05 1.862272620201111e-05 1.8623608411871828e-05 -5.083592895971378e-06 1.5062028978718445e-05 9.89109594229376e-06 7.245039796544006e-06 -3.020651092811022e-06 -5.869799679203425e-06 -7.486071808671113e-06 1.9621629689936526e-06 -2.9210875709395623e-06 -4.88116256747162e-06 -1.3709567610931117e-05 -7.849756912037265e-06 -8.235115274146665e-06 -2.0288884115871042e-05 -1.3008514088141965e-06 4.171011369180633e-06 -1.558699977977085e-06 6.18557351117488e-06 4.247199740348151e-06 6.56192378301057e-06 9.524170309305191e-06 1.1578409612411633e-05 1.803659756660636e-06 1.0827265214174986e-05 1.0396421203040518e-05 7.961360097397119e-06 5.6202484302048106e-06 8.554434316465631e-06 0.00011013855691999197
2.426998980809003e-05 1.379525383526925e-05 1.843967220338527e-05 1.818953205656726e-05 -3.603482355174492e-06 1.4570054190699011e-05 1.0019993169407826e-05 7.26298640074674e-06 -3.061113829971873e-06 -4.485179488256108e-06 -7.1406798269890714e-06 2.3097911707736785e-06 -2.328858272448997e-06 -4.300229647924425e-06 -1.3072904948785435e-05 -6.9294269451347645e-06 -7.271463800861966e-06 -2.0022747776238248e-05 -4.6382737650674244e-07 5.387734290707158e-06 -3.057128949990329e-08 6.9979660111130215e-06 4.70143140773871e-06 6.670011316600721e-06 1.0101067346113268e-05 1.2435400094545912e-05 2.0829136246902635e-06 1.093629271053942e-05 1.0548505088081583e-05 7.890827873779926e-06 5.526575478143059e-06 8.32589648780413e-06 8.813377462502103e-06
2.5478797397227027e-05 1.4215345800039358e-05 1.8287066268385388e-05 1.741769847285468e-05 -2.1085179469082505e-06 1.4034268133400474e-05 1.015455291053513e-05 7.311331501114182e-06 -2.9833583994332002e-06 -2.939186288131168e-06 -6.716672942275181e-06 2.7428616249380866e-06 -1.5538211073362618e-06 -3.600336185627384e-06 -1.2385409718262963e-05 -5.888077794224955e-06 -6.1876021391071845e-06 -1.8812275811797008e-05 5.596288588094467e-07 6.854410912637832e-06 1.5160213706622017e-06 7.966566045070067e-06 5.244887233857298e-06 6.797686182835605e-06 1.0770386325020809e-05 1.3214219507062808e-05 2.5149856810458004e-06 1.1235782949370332e-05 1.0746434782049619e-05 7.971746526891366e-06 5.594286903942702e-06 8.146018444676884e-06 -7.191550685092807e-05
2.6491943572182208e-05 1.4671340068161953e-05 1.81660070666112e-05 1.636653541936539e-05 -6.717728524563427e-07 1.3475243576976936e-05 1.0288405974279158e-05 7.393048235826427e-06 -2.78307925327681e-06 -1.3140348755769082e-06 -6.226011009857757e-06 3.252501528550056e-06 -6.252031994335994e-07 -2.8006418233417207e-06 -1.1662672477541491e-05 -4.762434400618076e-06 -5.0220542107126676e-06 -1.6687452443875372e-05 1.7290177538598073e-06 8.51664208312286e-06 3.0092096494627185e-06 9.053292160388082e-06 5.863038040843094e-06 6.9485281528613996e-06 1.1505179827508982e-05 1.3919980119680986e-05 3.071418177569285e-06 1.1706494660757016e-05 1.0983838365064003e-05 8.191090273612645e-06 5.827358563692542e-06 8.019494089239743e-06 -0.00012849857739638537
2.7262298317509703e-05 1.514004725322593e-05 1.8079677829518914e-05 1.511822483735159e-05 6.449852207879303e-07 1.2919502296426799e-05 1.04202144939336e-05 7.5155376180191524e-06 -2.458491962897824e-06 3.0333359291034867e-07 -5.678394700225908e-06 3.831786671071313e-06 4.2619029727575253e-07 -1.91845742847363e-06 -1.091693775379099e-05 -3.586599859772832e-06 -3.8093812690931372e-06 -1.3720866263611242e-05 3.003630126841017e-06 1.0315869076293893e-05 4.384850853966782e-06 1.0220180229225662e-05 6.544078587467084e-06 7.129847290343605e-06 1.2282129318919033e-05 1.4569651284546126e-05 3.7205104490567464e-06 1.2324577255640179e-05 1.1256242032686714e-05 8.531255843990948e-06 6.221736384759424e-06 7.952899977681227e-06 -0.0001592873886693269
2.7754671464208513e-05 1.5593450370943174e-05 1.8026732504949905e-05 1.3765357834927272e-05 1.7864257415567408e-06 1.2390974916343112e-05 1.0546919838816393e-05 7.682588147872593e-06 -2.018635768763488e-06 1.8178378695665742e-06 -5.0883545554825105e-06 4.469414761842927e-06 1.5621294551237952e-06 -9.760432249095174e-07 -1.0164846571569797e-05 -2.399674031039467e-06 -2.587864400993567e-06 -1.0031820238509681e-05 4.3374816414143424e-06 1.21854654935305e-05 5.581164259638172e-06 1.1424685908423271e-05 7.271966751432046e-06 7.344996447500307e-06 1.3075105925963726e-05 1.5180758964561392e-05 4.420502136781579e-06 1.3055835552222561e-05 1.1554832781257574e-05 8.96417986950837e-06 6.757666142220842e-06 7.947030098875985e-06 -0.00016466662054881454
2.7949501600232907e-05 1.6002370102796704e-05 1.8003016521106474e-05 1.2404340850480366e-05 2.7059436433773953e-06 1.1911127330677118e-05 1.0665573427104391e-05 7.895847375039011e-06 -1.4806545323153841e-06 3.1354559268947924e-06 -4.473501576285344e-06 5.151242930878652e-06 2.7405505989008816e-06 1.7381749373157618e-09 -9.425565622223075e-06 -1.2407236908984487e-06 -1.3947684465165366e-06 -5.7730076150619425e-06 5.683879862772301e-06 1.405665807396872e-05 6.543302788486471e-06 1.262259411305422e-05 8.027846888580825e-06 7.59470594857703e-06 1.385787436447572e-05 1.576842987560667e-05 5.124783456267323e-06 1.3858648344466928e-05 1.1867336979776155e-05 9.454109203943517e-06 7.401172297250014e-06 7.997556167538278e-06 -0.00014678697334602475
2.784460775728803e-05 1.634012551221531e-05 1.8004397134063765e-05 1.112984409701312e-05 3.371689672349021e-06 1.1500036634970456e-05 1.0775105693028308e-05 8.156082003552001e-06 -8.642474540465628e-07 4.172426997683942e-06 -3.851327164738905e-06 5.862816578883212e-06 3.920190920325695e-06 9.901319799610064e-07 -8.717237506061792e-06 -1.4573313933397003e-07 -2.6461194124749454e-07 -1.1255209528826526e-06 6.999000106588937e-06 1.5861636711633764e-05 7.228897175082238e-06 1.377200533170253e-05 8.793173037702218e-06 7.878233191149775e-06 1.4607321645598859e-05 1.6345566109521315e-05 5.788338967249729e-06 1.4689442650706042e-05 1.2181044439785182e-05 9.962803233065642e-06 8.108597285172436e-06 8.09685207059374e-06 -0.0001091315716621466
2.7457585019874386e-05 1.6587760910624638e-05 1.8030032151727937e-05 1.0030463272414636e-05 3.770947841985617e-06 1.1178420209034812e-05 1.0880471563723404e-05 8.466452527500223e-06 -1.8618437991335668e-07 4.864630227530142e-06 -3.234236601201701e-06 6.592982572328765e-06 5.065847744845087e-06 1.96878954739077e-06 -8.054145837377291e-06 8.565415896555351e-07 7.753314434921776e-07 3.709369593707379e-06 8.245656317740213e-06 1.7539390682941303e-05 7.615471076860558e-06 1.4838616152701434e-05 9.553742529533338e-06 8.197272109100595e-06 1.530789268144872e-05 1.6923895600484684e-05 6.37454377283575e-06 1.550794331706129e-05 1.2486914783949032e-05 1.0455211850057822e-05 8.833645551931113e-06 8.23762638901826e-06 -5.6231401686090976e-05
2.6824904125533067e-05 1.673713995842263e-05 1.8084587281919084e-05 9.181669156532735e-06 3.909760380338412e-06 1.0967191883537453e-05 1.09930706457817e-05 8.833253559714649e-06 5.404696707955736e-07 5.172958026378183e-06 -2.6289658308087382e-06 7.334950623771874e-06 6.149654836917762e-06 2.9230611744424095e-06 -7.444064522132976e-06 1.7463073618273484e-06 1.7064239727915265e-06 8.51790355227422e-06 9.395087545271963e-06 1.9037615857087076e-05 7.70180849940516e-06 1.5795420040376484e-05 1.0299489076714963e-05 8.554969099350274e-06 1.5951773093547672e-05 1.7510608813608997e-05 6.857524113002e-06 1.628003519726917e-05 1.2780667930201162e-05 1.090254318114603e-05 9.529878298053518e-06 8.413496288994793e-06 6.723782917106291e-06
2.6002806407632306e-05 1.6793483155197464e-05 1.8179671315010637e-05 8.644977242511231e-06 3.814176579908235e-06 1.088898989110021e-05 1.1132076906505972e-05 9.266211236536037e-06 1.307658521909616e-06 5.08883158545359e-06 -2.0346180917840684e-06 8.088009963103104e-06 7.155479579523671e-06 3.8464977478724904e-06 -6.887413292133715e-06 2.5150195597234415e-06 2.5210595140379155e-06 1.3093669622321613e-05 1.0430255315441173e-05 2.0317889720899984e-05 7.508950602641562e-06 1.662783688516356e-05 1.1027167602151167e-05 8.958624675869942e-06 1.6540850992896594e-05 1.8109501979779452e-05 7.225477475003572e-06 1.6982776287477463e-05 1.3064835911791306e-05 1.1286198059679009e-05 1.0156340977118816e-05 8.620991138741374e-06 7.423669740092009e-05
2.505354132154025e-05 1.6763673556852154e-05 1.83229312824551e-05 8.453293958154973e-06 3.517228151395102e-06 1.0957186532323249e-05 1.1312557944620494e-05 9.767556548467837e-06 2.10281064028095e-06 4.622914275387302e-06 -1.4543492170560057e-06 8.846014679875225e-06 8.067516318988055e-06 4.728426574729383e-06 -6.388462679751683e-06 3.1531885724689346e-06 3.210529257557937e-06 1.7236317944480106e-05 1.1335662748024333e-05 2.1347783331293613e-05 7.066787020448828e-06 1.7322807252639905e-05 1.1729795005521737e-05 9.40834706852911e-06 1.7075930372811854e-05 1.871087988547515e-05 7.4697445597848855e-06 1.759466431394685e-05 1.3338210919755511e-05 1.1589172572712414e-05 1.0670843039406464e-05 8.851648090058006e-06 0.00014096904487814754
2.4042255972744897e-05 1.666211028350517e-05 1.852284731285181e-05 8.611378689238336e-06 3.06055812870909e-06 1.117851206799969e-05 1.1548061593202874e-05 1.033558692142833e-05 2.9140653623471735e-06 3.8111502362880856e-06 -8.901214982870442e-07 9.601878446119372e-06 8.875122148310766e-06 5.5596524362044875e-06 -5.949150363449007e-06 3.657269417089992e-06 3.770350758713903e-06 2.076261444017291e-05 1.2100919775548391e-05 2.2103027731645852e-05 6.416747964976821e-06 1.7874210243462585e-05 1.2400822015479207e-05 9.900911209115293e-06 1.7560789274284616e-05 1.9294360754429363e-05 7.591779194626724e-06 1.8101514797308482e-05 1.3600668353319634e-05 1.1801219443441369e-05 1.10372393464786e-05 9.09465325094061e-06 0.00020234129624441266
2.303679139004089e-05 1.6511785361217335e-05 1.8789753085002303e-05 9.09939353732625e-06 2.494116415618919e-06 1.1555093806236982e-05 1.1852878742502071e-05 1.096798041544389e-05 3.7325291941670002e-06 2.7170249268237967e-06 -3.4000089499386377e-07 1.0350334378017578e-05 9.57664360612398e-06 6.33563331575715e-06 -5.5660766520304605e-06 4.0315389924217016e-06 4.20309243054362e-06 2.3523904019384645e-05 1.2724774933303706e-05 2.25740805035457e-05 5.614600922854152e-06 1.8285581973032095e-05 1.303740282310173e-05 1.0433720490254927e-05 1.800377867766656e-05 1.9836683350149542e-05 7.605235168739455e-06 1.850019907578826e-05 1.3855974430043716e-05 1.1923642887268215e-05 1.1231691132707056e-05 9.341277291241568e-06 0.00025475327856838703
2.2098362023825757e-05 1.6336634871549904e-05 1.9129147403873503e-05 9.869467248790897e-06 1.866056777544145e-06 1.2078385225322563e-05 1.2234100722707808e-05 1.1653839464997873e-05 4.544012881524395e-06 1.4184925021254458e-06 1.926339763258511e-07 1.1081257071055006e-05 1.0170911082241219e-05 7.04873082213453e-06 -5.23857306689024e-06 4.280619577912148e-06 4.510769485932542e-06 2.540716013754718e-05 1.3206620678829495e-05 2.275902261317242e-05 4.718807304016082e-06 1.856101880548522e-05 1.363292813039152e-05 1.0997521712852176e-05 1.8409817130304873e-05 2.0306979422457516e-05 7.525994533352787e-06 1.8791241018334404e-05 1.4104031833994668e-05 1.1960783012909815e-05 1.123809579439694e-05 9.579968718753662e-06 0.0002956263197120279
2.1285195543896407e-05 1.6165136912604794e-05 1.9546312614693306e-05 1.0855729669856373e-05 1.225720893671678e-06 1.2735010386677459e-05 1.2697042620857246e-05 1.2381222404656e-05 5.3339686019171495e-06 9.395425770719612e-09 7.059772428874567e-07 1.1785629794758279e-05 1.066332606569631e-05 7.693702173128258e-06 -4.962299499311484e-06 4.4156054173072334e-06 4.701077159552369e-06 2.634657903399784e-05 1.3551984920923132e-05 2.267057789140381e-05 3.791405561059946e-06 1.8712204109760933e-05 1.4183327039063442e-05 1.1583530977077316e-05 1.8786589862429537e-05 2.067739660560619e-05 7.377749170700554e-06 1.8984606867888942e-05 1.4347963769978378e-05 1.1926590559596661e-05 1.105578394344775e-05 9.802732165553607e-06 0.0003235788899473846
